subvolume_size,patch_size,n_layers,d_model,d_ff,n_heads,d_encoder,lr,modelsize,completed,msg,loss
128,4,64,128,256,8,64,5e-05,80.98165893554688,False,Not Completed,NA
32,4,16,16,16,8,256,0.0001,0.274139404296875,False,Not Completed,NA
64,8,64,32,64,32,128,5e-05,4.347869873046875,False,Not Completed,NA
128,16,128,128,256,64,64,1e-05,131.88790893554688,False,Not Completed,NA
64,2,16,16,128,8,64,0.001,2.678924560546875,False,Not Completed,NA
32,2,256,256,8,8,8,1e-05,529.2433776855469,False,Not Completed,NA
64,16,64,32,16,32,256,0.0001,3.222869873046875,False,Not Completed,NA
64,8,32,64,128,32,16,1e-05,8.510955810546875,False,Not Completed,NA
64,4,16,256,8,8,32,0.001,37.588104248046875,False,Not Completed,NA
64,8,64,256,32,8,16,0.0001,138.86837768554688,False,Not Completed,NA
32,2,32,128,64,32,128,0.0001,22.594940185546875,False,Not Completed,NA
64,2,16,256,256,32,256,0.0001,81.28244018554688,False,Not Completed,NA
128,16,8,128,256,16,32,5e-05,10.583221435546875,False,Not Completed,NA
64,2,128,64,128,8,16,0.0001,40.778533935546875,False,Not Completed,NA
32,16,256,128,64,64,32,0.0001,164.62619018554688,False,Not Completed,NA
128,8,128,32,16,8,32,0.001,5.898651123046875,False,Not Completed,NA
64,4,256,64,8,64,32,5e-05,36.249237060546875,False,Not Completed,NA
64,4,32,256,32,32,256,1e-05,73.59494018554688,False,Not Completed,NA
32,4,128,32,32,32,32,1e-05,6.422088623046875,False,Not Completed,NA
128,32,16,256,256,8,64,0.001,81.14962768554688,False,Not Completed,NA
64,4,256,16,16,16,32,0.0001,3.584686279296875,False,Not Completed,NA
128,32,8,64,16,64,64,0.0001,9.277557373046875,True,Completed,1523.9015289072413
64,32,256,256,256,32,32,0.0001,805.7511901855469,False,Not Completed,NA
32,1,256,16,64,16,8,0.001,8.423126220703125,False,Not Completed,NA
64,32,32,16,16,16,16,0.0001,2.431854248046875,True,Completed,14195.433838229743
128,4,16,128,256,64,128,5e-05,32.497283935546875,False,Not Completed,NA
32,2,256,64,128,64,16,0.001,66.46603393554688,False,Not Completed,NA
64,16,8,256,128,64,8,0.001,24.930877685546875,False,Not Completed,NA
128,64,32,128,64,8,128,0.0001,148.59494018554688,True,Completed,1535.256814375287
64,2,128,128,8,16,256,1e-05,83.49337768554688,False,Not Completed,NA
128,32,32,256,128,16,64,1e-05,113.43087768554688,False,Not Completed,NA
32,16,64,128,128,16,16,1e-05,50.868377685546875,False,Not Completed,NA
32,1,16,256,8,8,256,0.0001,65.74533081054688,False,Not Completed,NA
64,32,8,32,32,8,64,1e-05,4.438690185546875,False,Not Completed,NA
128,4,128,128,8,64,32,5e-05,83.41134643554688,False,Not Completed,NA
64,2,16,8,16,8,64,5e-05,1.083709716796875,False,Not Completed,NA
32,2,128,32,8,16,128,0.0001,5.341033935546875,False,Not Completed,NA
32,8,64,256,128,8,16,0.001,162.47775268554688,False,Not Completed,NA
64,8,8,8,8,8,128,1e-05,0.071746826171875,False,Not Completed,NA
128,64,32,64,16,64,128,0.001,68.76290893554688,False,Not Completed,NA
128,32,32,32,8,32,8,0.0001,5.241424560546875,False,Not Completed,NA
128,16,8,16,64,8,64,1e-05,0.501678466796875,False,Not Completed,NA
32,2,64,32,8,32,16,0.0001,2.932830810546875,False,Not Completed,NA
64,4,32,128,64,32,32,1e-05,22.575408935546875,False,Not Completed,NA
128,4,16,128,64,64,256,0.0001,26.536346435546875,False,Not Completed,NA
32,4,128,16,64,16,16,0.0001,3.255584716796875,False,Not Completed,NA
128,64,8,128,8,64,16,1e-05,132.43917846679688,False,Not Completed,NA
32,1,32,256,256,16,128,1e-05,129.46310424804688,False,Not Completed,NA
32,8,64,32,32,32,256,0.001,3.293182373046875,False,Not Completed,NA
128,32,256,32,8,16,128,1e-05,13.636932373046875,False,Not Completed,NA
32,8,64,8,128,8,256,0.001,1.256317138671875,False,Not Completed,NA
128,4,256,32,64,16,64,0.0001,20.738494873046875,False,Not Completed,NA
64,32,32,16,8,16,16,0.001,2.367401123046875,True,Completed,14038.200679819827
128,64,128,64,32,64,32,1e-05,84.68869018554688,False,Not Completed,NA
64,32,16,16,8,8,8,5e-05,2.192108154296875,False,Not Completed,NA
128,16,128,32,64,16,256,0.0001,8.972869873046875,False,Not Completed,NA
64,8,8,16,16,8,128,0.0001,0.190155029296875,False,Not Completed,NA
32,4,16,256,16,64,32,0.0001,34.589080810546875,False,Not Completed,NA
128,16,8,16,8,8,64,1e-05,0.388885498046875,False,Not Completed,NA
128,4,256,64,8,64,64,1e-05,43.257049560546875,False,Not Completed,NA
64,2,64,64,8,16,8,5e-05,16.874237060546875,False,Not Completed,NA
32,16,256,256,64,8,128,5e-05,585.4699401855469,False,Not Completed,NA
64,32,32,128,32,16,8,0.0001,34.528533935546875,False,Not Completed,NA
128,8,64,128,8,8,256,0.0001,36.173065185546875,False,Not Completed,NA
32,2,256,64,16,64,256,0.0001,38.305877685546875,False,Not Completed,NA
32,8,16,128,64,8,32,0.001,10.676971435546875,False,Not Completed,NA
128,32,8,256,256,16,16,1e-05,56.946502685546875,False,Not Completed,NA
128,4,256,256,16,16,16,5e-05,565.3215026855469,False,Not Completed,NA
32,8,8,16,256,16,128,0.0001,0.646209716796875,False,Not Completed,NA
32,2,32,16,32,16,32,0.0001,0.811737060546875,False,Not Completed,NA
64,4,256,256,16,64,64,0.001,537.3683776855469,False,Not Completed,NA
32,1,8,64,128,32,128,5e-05,10.159637451171875,False,Not Completed,NA
64,4,256,64,8,16,16,5e-05,36.245330810546875,False,Not Completed,NA
128,32,16,128,8,64,16,5e-05,24.662322998046875,False,Not Completed,NA
64,16,8,128,8,16,256,1e-05,6.583709716796875,False,Not Completed,NA
64,4,128,8,64,8,32,0.001,1.519012451171875,False,Not Completed,NA
64,8,8,128,256,64,32,1e-05,8.833221435546875,False,Not Completed,NA
128,64,8,8,8,8,64,0.0001,8.038787841796875,False,Not Completed,NA
64,2,64,64,8,64,8,5e-05,16.874237060546875,False,Not Completed,NA
128,4,64,256,16,8,64,0.0001,165.96994018554688,False,Not Completed,NA
128,8,64,64,128,32,256,1e-05,17.616424560546875,False,Not Completed,NA
64,32,8,64,256,32,8,0.0001,11.139862060546875,False,Not Completed,NA
32,16,8,256,64,64,16,1e-05,22.880096435546875,False,Not Completed,NA
64,16,256,64,8,8,256,0.0001,36.303924560546875,False,Not Completed,NA
128,8,128,16,256,8,64,0.0001,9.692108154296875,False,Not Completed,NA
128,8,64,128,16,32,8,5e-05,37.055877685546875,False,Not Completed,NA
32,8,32,64,16,16,128,5e-05,4.901580810546875,False,Not Completed,NA
64,32,256,64,64,32,16,0.0001,57.341033935546875,False,Not Completed,NA
64,32,16,256,128,32,8,5e-05,73.02462768554688,False,Not Completed,NA
128,8,128,128,64,16,256,0.0001,83.79415893554688,False,Not Completed,NA
32,4,64,8,8,8,256,0.001,0.260223388671875,False,Not Completed,NA
32,4,8,8,8,8,64,1e-05,0.056121826171875,False,Not Completed,NA
32,16,32,32,32,16,8,0.0001,2.115447998046875,False,Not Completed,NA
32,16,128,256,64,8,128,1e-05,295.1574401855469,False,Not Completed,NA
64,16,16,16,128,16,8,0.001,0.928924560546875,False,Not Completed,NA
32,2,16,128,256,32,16,0.0001,18.415252685546875,False,Not Completed,NA
64,2,32,64,256,16,8,1e-05,20.292205810546875,False,Not Completed,NA
64,16,256,256,16,64,32,0.0001,537.3371276855469,False,Not Completed,NA
32,8,128,128,16,32,64,0.0001,69.68478393554688,False,Not Completed,NA
32,8,128,32,256,8,8,5e-05,20.637908935546875,False,Not Completed,NA
32,1,64,128,32,32,8,1e-05,52.814178466796875,False,Not Completed,NA
64,8,256,8,256,8,64,0.0001,9.182098388671875,False,Not Completed,NA
128,8,32,256,128,16,64,1e-05,85.86837768554688,False,Not Completed,NA
32,1,64,32,256,32,128,5e-05,14.316741943359375,False,Not Completed,NA
32,2,128,128,128,16,32,0.001,99.50119018554688,False,Not Completed,NA
64,32,16,64,64,32,64,0.0001,11.180877685546875,True,Completed,14157.979404525016
64,4,64,32,16,8,16,5e-05,3.193572998046875,False,Not Completed,NA
128,8,256,32,16,16,256,0.001,11.222869873046875,False,Not Completed,NA
32,4,256,256,32,16,32,0.001,549.8683776855469,False,Not Completed,NA
128,64,16,32,64,32,8,5e-05,33.080291748046875,False,Not Completed,NA
32,2,256,128,256,32,128,5e-05,261.0480651855469,False,Not Completed,NA
64,16,64,128,32,8,32,5e-05,38.856658935546875,False,Not Completed,NA
128,8,32,32,8,16,32,0.001,1.799041748046875,False,Not Completed,NA
32,16,32,64,256,8,256,0.0001,13.352752685546875,False,Not Completed,NA
64,8,32,256,8,32,64,0.001,67.33908081054688,False,Not Completed,NA
64,4,32,64,16,8,64,0.0001,5.760955810546875,False,Not Completed,NA
32,4,64,64,32,8,128,0.001,10.553924560546875,False,Not Completed,NA
32,1,32,64,8,16,256,1e-05,12.540496826171875,False,Not Completed,NA
32,4,128,32,32,8,64,1e-05,6.425994873046875,False,Not Completed,NA
32,8,16,256,64,32,32,5e-05,37.594940185546875,False,Not Completed,NA
128,8,16,16,8,16,32,5e-05,0.474334716796875,False,Not Completed,NA
64,16,256,64,32,32,256,0.0001,42.350799560546875,False,Not Completed,NA
128,16,16,256,128,8,32,5e-05,45.540252685546875,False,Not Completed,NA
32,8,64,64,32,8,8,0.001,10.524627685546875,False,Not Completed,NA
128,8,8,32,128,32,16,1e-05,1.375213623046875,False,Not Completed,NA
128,32,8,256,64,32,16,0.0001,50.934783935546875,False,Not Completed,NA
32,2,8,32,64,16,256,0.001,1.089080810546875,False,Not Completed,NA
128,8,128,128,8,64,128,0.001,69.67697143554688,False,Not Completed,NA
128,8,8,128,128,16,64,0.0001,8.591033935546875,False,Not Completed,NA
128,32,32,32,16,16,64,1e-05,5.375213623046875,False,Not Completed,NA
128,64,256,128,16,8,256,0.001,266.6418151855469,False,Not Completed,NA
128,64,8,32,8,16,64,1e-05,32.343475341796875,False,Not Completed,NA
64,32,16,256,16,32,32,1e-05,66.03439331054688,False,Not Completed,NA
32,2,128,32,16,32,256,0.0001,5.864471435546875,False,Not Completed,NA
64,8,128,8,128,8,16,5e-05,2.485321044921875,False,Not Completed,NA
32,2,128,128,32,16,32,0.001,75.40744018554688,False,Not Completed,NA
128,16,64,16,64,8,16,5e-05,1.900115966796875,False,Not Completed,NA
32,2,64,32,16,32,64,0.001,3.192596435546875,False,Not Completed,NA
128,8,16,64,64,8,16,5e-05,4.292205810546875,False,Not Completed,NA
128,4,32,64,8,64,64,1e-05,12.509002685546875,False,Not Completed,NA
128,4,8,32,128,8,32,0.0001,4.822479248046875,False,Not Completed,NA
64,16,8,64,16,64,32,0.001,2.269744873046875,False,Not Completed,NA
64,2,128,32,8,32,64,0.0001,8.833221435546875,False,Not Completed,NA
64,32,8,64,128,16,16,5e-05,10.134002685546875,False,Not Completed,NA
32,4,32,64,256,16,16,5e-05,12.432830810546875,False,Not Completed,NA
32,2,16,32,32,32,16,5e-05,1.327362060546875,False,Not Completed,NA
32,2,64,8,256,8,16,5e-05,2.419158935546875,False,Not Completed,NA
32,8,64,256,256,16,16,1e-05,194.54025268554688,False,Not Completed,NA
128,64,128,64,8,64,64,0.0001,81.67306518554688,True,Completed,1580.9154658084735
64,4,32,256,32,32,8,5e-05,73.35275268554688,False,Not Completed,NA
128,32,8,32,32,32,16,5e-05,4.439666748046875,False,Not Completed,NA
32,1,64,128,16,16,8,5e-05,50.806365966796875,False,Not Completed,NA
128,8,128,8,256,8,32,1e-05,4.720184326171875,False,Not Completed,NA
128,8,8,256,16,16,64,0.001,21.916229248046875,False,Not Completed,NA
32,16,128,64,64,16,128,0.001,25.743377685546875,False,Not Completed,NA
64,16,16,128,128,32,64,1e-05,14.450408935546875,False,Not Completed,NA
32,8,256,256,32,32,64,0.0001,549.8996276855469,False,Not Completed,NA
32,2,64,8,256,8,64,5e-05,2.420623779296875,False,Not Completed,NA
64,16,16,16,128,16,8,0.001,0.928924560546875,False,Not Completed,NA
32,1,64,32,256,16,16,0.001,14.303070068359375,False,Not Completed,NA
64,8,128,256,16,8,8,1e-05,267.9855651855469,False,Not Completed,NA
64,8,128,128,256,16,16,0.0001,130.11447143554688,False,Not Completed,NA
64,16,16,128,8,16,8,5e-05,10.658416748046875,False,Not Completed,NA
64,32,16,256,16,64,256,0.0001,66.25314331054688,True,Completed,13081.481598380138
32,1,16,8,256,8,8,0.0001,1.579833984375,False,Not Completed,NA
64,8,64,8,8,8,16,0.0001,0.266571044921875,False,Not Completed,NA
32,2,32,64,8,8,32,0.0001,5.487518310546875,False,Not Completed,NA
128,16,256,64,8,32,64,0.0001,36.366424560546875,False,Not Completed,NA
64,2,128,256,32,64,16,0.0001,307.0168151855469,False,Not Completed,NA
128,32,128,256,64,64,8,0.0001,323.0949401855469,False,Not Completed,NA
32,16,64,256,8,16,64,1e-05,135.91134643554688,False,Not Completed,NA
64,4,32,8,8,8,256,1e-05,0.256317138671875,False,Not Completed,NA
128,4,8,32,64,32,8,1e-05,4.565643310546875,False,Not Completed,NA
64,32,8,64,32,16,32,0.0001,9.382049560546875,False,Not Completed,NA
32,2,64,256,256,64,8,1e-05,197.97775268554688,False,Not Completed,NA
128,16,64,16,128,8,256,0.001,2.946014404296875,False,Not Completed,NA
64,4,128,64,8,8,64,1e-05,18.686737060546875,False,Not Completed,NA
128,16,128,128,16,64,128,0.001,71.68478393554688,False,Not Completed,NA
32,2,128,128,256,8,32,0.001,131.62619018554688,False,Not Completed,NA
128,16,16,16,8,16,32,0.001,0.474334716796875,False,Not Completed,NA
64,8,32,32,8,8,16,5e-05,1.359588623046875,False,Not Completed,NA
128,16,8,128,128,8,128,0.0001,8.622283935546875,True,Completed,1716.4576532794163
128,16,16,256,32,8,128,5e-05,39.622283935546875,False,Not Completed,NA
32,4,8,128,8,8,128,0.0001,4.771209716796875,True,Completed,88617.44759824798
128,64,128,128,64,32,32,1e-05,209.43869018554688,False,Not Completed,NA
32,8,128,256,64,32,128,0.0001,291.7121276855469,False,Not Completed,NA
128,32,8,8,16,8,32,1e-05,1.047821044921875,False,Not Completed,NA
64,8,8,16,16,16,128,0.001,0.190155029296875,False,Not Completed,NA
128,16,64,128,128,8,8,0.001,51.110565185546875,False,Not Completed,NA
64,32,64,16,128,8,32,0.0001,4.651580810546875,False,Not Completed,NA
32,4,256,128,16,8,64,0.0001,138.82540893554688,False,Not Completed,NA
32,4,8,256,32,16,16,0.001,18.432830810546875,False,Not Completed,NA
64,8,32,128,32,8,8,0.001,19.024627685546875,False,Not Completed,NA
64,32,8,32,64,16,128,0.0001,4.573455810546875,False,Not Completed,NA
128,32,8,256,32,16,32,5e-05,49.948455810546875,False,Not Completed,NA
64,16,64,256,128,16,256,1e-05,166.21212768554688,True,Completed,13641.001441310858
128,16,16,256,16,32,128,1e-05,38.620330810546875,False,Not Completed,NA
128,4,16,8,8,8,16,0.001,1.067352294921875,False,Not Completed,NA
64,32,64,16,16,8,32,1e-05,2.846893310546875,False,Not Completed,NA
64,4,32,32,16,8,32,0.001,1.871307373046875,False,Not Completed,NA
64,32,64,8,16,8,16,5e-05,1.301971435546875,False,Not Completed,NA
64,16,256,16,64,16,128,1e-05,6.684295654296875,False,Not Completed,NA
32,1,256,8,128,8,128,1e-05,5.90283203125,False,Not Completed,NA
32,4,128,32,8,16,8,0.0001,4.895721435546875,False,Not Completed,NA
128,64,128,128,16,64,128,1e-05,197.43869018554688,True,Completed,1737.701524254866
128,64,256,128,64,32,128,5e-05,290.6730651855469,True,Completed,1583.4127885103226
128,8,256,128,128,16,128,1e-05,197.04415893554688,False,Not Completed,NA
128,8,16,64,8,64,256,0.001,3.468963623046875,False,Not Completed,NA
128,8,256,16,64,8,64,0.0001,6.707733154296875,False,Not Completed,NA
128,32,256,64,16,32,64,0.001,45.272674560546875,False,Not Completed,NA
32,1,32,64,128,16,128,0.001,16.288543701171875,False,Not Completed,NA
64,8,16,8,32,8,64,1e-05,0.147918701171875,False,Not Completed,NA
32,16,64,64,256,16,8,5e-05,25.495330810546875,False,Not Completed,NA
64,2,8,32,64,32,64,1e-05,4.565643310546875,False,Not Completed,NA
128,16,256,32,128,32,16,1e-05,25.412322998046875,False,Not Completed,NA
32,4,8,64,256,16,64,1e-05,3.292205810546875,True,Completed,93859.3411485526
128,4,8,128,8,64,32,0.001,20.474334716796875,False,Not Completed,NA
128,32,128,128,128,64,128,1e-05,113.57540893554688,False,Not Completed,NA
32,1,32,128,64,16,8,5e-05,36.532928466796875,False,Not Completed,NA
64,4,128,128,256,16,128,1e-05,131.70040893554688,False,Not Completed,NA
64,2,32,64,256,16,8,0.0001,20.292205810546875,False,Not Completed,NA
64,4,64,64,128,64,32,5e-05,17.452362060546875,False,Not Completed,NA
128,4,64,128,256,8,8,1e-05,80.95431518554688,False,Not Completed,NA
128,8,32,256,32,64,16,5e-05,73.79806518554688,False,Not Completed,NA
64,32,128,64,32,16,128,5e-05,28.712127685546875,False,Not Completed,NA
32,16,32,128,64,64,8,0.001,22.536346435546875,False,Not Completed,NA
128,32,8,32,64,8,64,5e-05,4.572479248046875,False,Not Completed,NA
128,8,256,64,64,8,16,0.001,50.464080810546875,False,Not Completed,NA
64,32,8,256,64,8,16,0.001,50.880096435546875,False,Not Completed,NA
64,8,256,256,16,32,16,0.0001,534.2590026855469,False,Not Completed,NA
32,1,16,8,128,8,64,5e-05,1.31591796875,False,Not Completed,NA
64,2,128,32,8,8,16,0.001,8.827362060546875,False,Not Completed,NA
128,8,8,256,8,8,256,1e-05,21.853240966796875,False,Not Completed,NA
128,4,256,128,8,8,8,0.001,150.53244018554688,False,Not Completed,NA
128,16,32,16,64,16,16,1e-05,1.099334716796875,False,Not Completed,NA
128,16,128,8,256,8,64,5e-05,4.721160888671875,False,Not Completed,NA
32,8,64,128,128,64,16,0.0001,49.145721435546875,False,Not Completed,NA
64,4,8,32,16,32,8,0.001,0.875213623046875,False,Not Completed,NA
64,2,8,256,64,8,32,0.001,50.895721435546875,False,Not Completed,NA
128,64,16,16,128,16,8,0.0001,16.675506591796875,False,Not Completed,NA
128,32,256,128,64,16,256,0.0001,178.76290893554688,False,Not Completed,NA
32,4,8,64,256,64,256,0.001,3.339080810546875,False,Not Completed,NA
64,2,8,256,16,8,128,5e-05,49.486541748046875,False,Not Completed,NA
32,16,256,32,8,8,8,5e-05,10.115447998046875,False,Not Completed,NA
128,32,64,64,128,16,64,0.0001,24.460174560546875,True,Completed,1715.5006881055888
64,16,128,64,8,16,16,1e-05,18.675018310546875,False,Not Completed,NA
128,8,8,128,64,16,256,1e-05,7.680877685546875,False,Not Completed,NA
128,16,8,256,128,16,8,0.0001,25.368377685546875,False,Not Completed,NA
128,64,32,256,256,8,256,5e-05,353.5949401855469,True,Completed,1585.3687950007152
32,1,256,32,256,8,64,5e-05,45.105804443359375,False,Not Completed,NA
128,64,16,32,64,32,256,0.0001,33.110565185546875,False,Not Completed,NA
128,4,256,128,16,32,64,1e-05,154.57540893554688,False,Not Completed,NA
64,8,256,256,8,32,64,0.0001,526.2902526855469,False,Not Completed,NA
128,4,128,256,8,32,128,0.0001,295.1574401855469,False,Not Completed,NA
64,16,256,32,128,32,16,0.0001,25.357635498046875,False,Not Completed,NA
32,2,256,64,128,16,256,0.001,66.52462768554688,False,Not Completed,NA
64,4,128,128,128,16,16,1e-05,99.52072143554688,False,Not Completed,NA
128,64,128,32,32,16,128,5e-05,38.364471435546875,False,Not Completed,NA
128,32,64,16,16,8,64,5e-05,2.852264404296875,False,Not Completed,NA
128,16,128,256,32,64,8,0.001,279.5011901855469,False,Not Completed,NA
32,8,32,256,8,16,64,0.0001,66.90158081054688,False,Not Completed,NA
128,8,256,16,16,8,128,0.0001,3.617889404296875,False,Not Completed,NA
128,32,32,8,256,8,128,5e-05,2.156707763671875,False,Not Completed,NA
64,32,256,64,32,8,8,5e-05,49.276580810546875,False,Not Completed,NA
32,2,256,128,64,64,128,1e-05,164.67306518554688,False,Not Completed,NA
32,8,64,32,128,32,128,5e-05,6.324432373046875,False,Not Completed,NA
128,4,16,32,64,16,64,5e-05,5.093963623046875,False,Not Completed,NA
32,2,16,256,32,8,64,5e-05,39.067596435546875,False,Not Completed,NA
32,4,64,128,32,16,8,0.001,37.094940185546875,False,Not Completed,NA
128,16,16,32,8,16,128,0.0001,1.212127685546875,False,Not Completed,NA
32,1,64,32,8,32,128,5e-05,6.445648193359375,False,Not Completed,NA
128,16,8,64,64,64,16,0.001,2.753143310546875,False,Not Completed,NA
128,4,16,64,16,64,64,5e-05,10.438690185546875,False,Not Completed,NA
32,4,32,8,128,8,128,0.001,0.641082763671875,False,Not Completed,NA
128,8,8,32,64,8,16,1e-05,1.121307373046875,False,Not Completed,NA
128,32,64,128,32,16,16,0.001,52.848846435546875,False,Not Completed,NA
128,16,64,32,128,16,8,1e-05,6.801971435546875,False,Not Completed,NA
128,4,16,64,64,8,256,1e-05,11.241424560546875,False,Not Completed,NA
64,16,32,128,32,16,64,0.001,20.583221435546875,False,Not Completed,NA
32,8,8,64,32,32,128,0.001,1.544158935546875,False,Not Completed,NA
128,16,256,256,128,8,32,0.0001,649.9933776855469,False,Not Completed,NA
128,8,64,128,256,32,16,5e-05,67.17697143554688,False,Not Completed,NA
128,4,16,128,64,8,16,0.001,26.419158935546875,False,Not Completed,NA
32,4,128,128,32,8,64,0.001,73.70040893554688,False,Not Completed,NA
32,16,8,32,128,16,128,0.001,1.327362060546875,False,Not Completed,NA
32,4,8,128,8,64,8,1e-05,4.712615966796875,False,Not Completed,NA
32,1,8,16,8,8,8,0.0001,2.104278564453125,False,Not Completed,NA
32,8,16,32,128,16,16,1e-05,1.658416748046875,False,Not Completed,NA
128,64,64,128,16,16,32,1e-05,162.82150268554688,False,Not Completed,NA
128,4,16,256,16,8,64,5e-05,66.12033081054688,False,Not Completed,NA
128,32,32,128,128,64,32,0.0001,40.591033935546875,False,Not Completed,NA
32,8,256,256,256,32,16,0.0001,774.2902526855469,False,Not Completed,NA
64,8,256,8,128,8,64,0.0001,4.932098388671875,False,Not Completed,NA
32,4,128,256,8,64,256,0.0001,263.7824401855469,False,Not Completed,NA
64,16,256,32,16,8,8,0.0001,11.137908935546875,False,Not Completed,NA
32,8,128,128,256,8,64,0.001,129.91915893554688,False,Not Completed,NA
64,32,64,8,8,8,64,5e-05,1.237030029296875,False,Not Completed,NA
32,2,256,256,8,32,16,5e-05,529.2511901855469,False,Not Completed,NA
32,4,8,128,32,32,16,0.001,5.092987060546875,False,Not Completed,NA
64,8,128,256,256,64,32,0.001,388.2433776855469,False,Not Completed,NA
32,1,64,64,16,32,256,0.001,17.436981201171875,False,Not Completed,NA
64,32,8,128,128,32,256,5e-05,22.438690185546875,False,Not Completed,NA
64,8,128,32,256,8,128,5e-05,20.707244873046875,False,Not Completed,NA
64,16,64,128,8,8,8,5e-05,35.833221435546875,False,Not Completed,NA
32,8,128,128,64,16,16,5e-05,81.70822143554688,False,Not Completed,NA
64,4,128,256,32,8,16,5e-05,279.0715026855469,False,Not Completed,NA
128,16,32,16,256,8,16,1e-05,2.646209716796875,True,Completed,1788.348826657515
64,8,32,128,64,32,64,5e-05,21.059783935546875,False,Not Completed,NA
64,32,32,128,32,8,32,1e-05,34.540252685546875,False,Not Completed,NA
128,8,32,64,32,8,16,0.0001,6.362518310546875,False,Not Completed,NA
64,16,16,256,256,8,128,0.0001,53.212127685546875,False,Not Completed,NA
32,16,16,128,64,8,64,0.001,12.415252685546875,False,Not Completed,NA
64,2,128,256,64,16,256,0.0001,323.2824401855469,False,Not Completed,NA
64,16,128,16,128,16,8,5e-05,5.536346435546875,False,Not Completed,NA
128,4,32,256,16,64,128,1e-05,99.46603393554688,False,Not Completed,NA
32,2,64,128,128,32,8,0.0001,50.864471435546875,False,Not Completed,NA
128,64,32,256,32,64,8,0.001,325.2980651855469,False,Not Completed,NA
32,2,256,8,256,8,64,1e-05,9.276092529296875,False,Not Completed,NA
32,2,16,16,128,16,64,5e-05,0.928924560546875,False,Not Completed,NA
32,4,16,64,64,64,256,0.001,3.366424560546875,False,Not Completed,NA
128,8,128,64,128,64,64,1e-05,33.913299560546875,False,Not Completed,NA
128,32,8,32,8,8,64,1e-05,4.350311279296875,False,Not Completed,NA
32,8,256,128,64,64,8,0.0001,162.89181518554688,False,Not Completed,NA
32,4,16,16,256,8,32,0.001,1.227264404296875,False,Not Completed,NA
64,4,32,16,16,8,128,5e-05,0.692108154296875,False,Not Completed,NA
128,8,64,64,8,32,64,0.0001,10.010955810546875,False,Not Completed,NA
128,64,16,32,256,16,128,0.0001,34.618377685546875,False,Not Completed,NA
64,16,32,8,256,8,128,0.0001,1.281707763671875,False,Not Completed,NA
32,8,256,16,128,16,8,1e-05,10.583221435546875,False,Not Completed,NA
64,32,8,128,128,32,32,0.001,22.329315185546875,False,Not Completed,NA
32,1,8,128,256,16,64,1e-05,24.349334716796875,False,Not Completed,NA
128,8,8,128,8,64,32,0.001,6.693084716796875,False,Not Completed,NA
64,4,16,16,32,8,16,0.001,0.542694091796875,False,Not Completed,NA
64,32,8,16,8,8,16,0.0001,2.105194091796875,True,Completed,14267.282248664298
64,16,8,16,8,16,16,0.001,0.358612060546875,True,Completed,12809.503575476723
32,16,8,256,32,32,8,5e-05,21.870330810546875,False,Not Completed,NA
128,32,128,64,8,64,8,0.001,25.673065185546875,False,Not Completed,NA
128,16,16,128,8,8,16,5e-05,10.881072998046875,False,Not Completed,NA
128,8,16,32,256,8,16,0.0001,3.166229248046875,False,Not Completed,NA
32,16,16,64,256,16,256,1e-05,7.251190185546875,False,Not Completed,NA
32,4,32,32,64,8,256,0.001,2.222869873046875,False,Not Completed,NA
64,2,64,128,16,16,64,0.001,50.837127685546875,False,Not Completed,NA
128,4,128,64,128,16,16,5e-05,40.792205810546875,False,Not Completed,NA
32,2,8,64,8,16,32,0.001,2.193084716796875,False,Not Completed,NA
64,16,16,32,256,16,32,0.001,3.113494873046875,True,Completed,13528.965467875329
64,16,256,128,256,16,64,0.001,261.0441589355469,False,Not Completed,NA
128,64,8,128,256,32,32,0.001,136.33712768554688,False,Not Completed,NA
64,4,32,8,32,8,64,5e-05,0.350067138671875,False,Not Completed,NA
32,2,256,256,8,8,256,5e-05,529.4855651855469,False,Not Completed,NA
128,4,64,256,256,32,64,0.0001,226.08712768554688,False,Not Completed,NA
64,2,256,64,256,32,16,0.0001,105.71603393554688,False,Not Completed,NA
64,32,32,16,64,16,64,1e-05,2.821502685546875,False,Not Completed,NA
32,2,32,128,32,8,128,0.001,20.587127685546875,False,Not Completed,NA
32,16,256,16,256,8,256,1e-05,19.063690185546875,False,Not Completed,NA
32,16,16,128,8,16,8,0.001,10.631072998046875,False,Not Completed,NA
64,4,256,16,32,16,32,0.001,4.615936279296875,False,Not Completed,NA
128,16,16,64,8,16,256,5e-05,3.468963623046875,False,Not Completed,NA
128,32,32,256,16,32,128,1e-05,99.46603393554688,False,Not Completed,NA
32,16,8,64,32,32,32,0.001,2.382049560546875,False,Not Completed,NA
64,2,256,128,128,16,32,5e-05,210.75119018554688,False,Not Completed,NA
128,16,8,64,32,8,64,1e-05,2.512908935546875,True,Completed,1883.5995979038998
64,4,8,64,16,16,64,1e-05,2.277557373046875,False,Not Completed,NA
128,4,16,128,64,8,64,0.0001,26.442596435546875,False,Not Completed,NA
64,32,256,16,256,8,64,0.0001,20.801971435546875,False,Not Completed,NA
64,16,64,128,32,8,256,0.001,38.966033935546875,False,Not Completed,NA
32,8,128,16,256,8,128,0.001,9.449920654296875,False,Not Completed,NA
64,2,256,128,128,8,16,0.0001,210.74337768554688,False,Not Completed,NA
