subvolume_size,patch_size,n_layers,d_model,d_ff,n_heads,d_encoder,lr,modelsize,completed,msg,dice_val_avg
128,64,128,256,32,64,256,0.0001,531.2511901855469,True,Completed,0.013080211395087341
128,16,8,128,64,128,8,0.0001,7.559783935546875,False,Not Completed,NA
128,64,32,64,64,16,8,1e-05,70.24533081054688,False,Not Completed,NA
128,64,128,32,8,8,16,0.0001,36.827362060546875,False,Not Completed,NA
128,64,64,64,16,64,8,5e-05,73.37814331054688,False,Not Completed,NA
128,32,32,64,32,32,128,5e-05,13.280487060546875,False,Not Completed,NA
128,64,256,256,8,32,256,1e-05,781.4855651855469,True,Completed,0.009240234134873996
128,32,32,16,16,16,128,1e-05,2.442108154296875,False,Not Completed,NA
128,32,256,64,128,32,8,0.0001,73.47775268554688,False,Not Completed,NA
128,64,256,32,8,32,32,1e-05,41.618377685546875,True,Completed,0.010324005833050856
128,64,32,128,16,8,16,1e-05,145.52853393554688,False,Not Completed,NA
128,16,128,64,64,16,16,0.0001,25.839080810546875,False,Not Completed,NA
128,64,128,128,8,64,32,0.0001,195.38400268554688,False,Not Completed,NA
128,16,32,32,128,8,32,0.0001,3.703338623046875,True,Completed,0.009596345073077828
128,64,256,128,128,128,256,1e-05,322.8605651855469,False,Not Completed,NA
128,64,128,256,32,8,32,1e-05,531.0324401855469,False,Not Completed,NA
128,32,16,256,32,8,32,1e-05,67.09103393554688,False,Not Completed,NA
128,16,32,128,32,128,32,1e-05,20.786346435546875,False,Not Completed,NA
128,16,16,32,16,8,32,5e-05,1.263885498046875,True,Completed,0.010494509207395216
128,64,64,128,16,16,128,0.0001,162.86837768554688,True,Completed,0.012624790814394752
128,16,128,256,256,128,16,1e-05,391.7277526855469,False,Not Completed,NA
128,16,128,32,8,16,16,1e-05,5.388885498046875,False,Not Completed,NA
128,32,256,128,32,8,256,5e-05,162.70040893554688,False,Not Completed,NA
128,64,8,256,256,32,64,0.0001,280.9386901855469,False,Not Completed,NA
128,16,8,256,128,64,64,5e-05,25.423065185546875,False,Not Completed,NA
128,16,128,256,128,64,256,5e-05,327.8371276855469,False,Not Completed,NA
128,16,8,128,16,16,8,0.0001,6.806854248046875,False,Not Completed,NA
128,16,64,256,16,128,256,0.0001,138.59494018554688,False,Not Completed,NA
128,16,256,32,256,16,32,5e-05,41.664276123046875,False,Not Completed,NA
128,64,256,16,256,8,64,5e-05,34.801971435546875,False,Not Completed,NA
128,16,128,256,8,16,32,0.0001,267.5011901855469,False,Not Completed,NA
128,16,32,256,32,16,16,1e-05,73.79806518554688,False,Not Completed,NA
128,16,256,256,16,32,16,5e-05,537.7590026855469,False,Not Completed,NA
128,16,256,64,256,8,16,0.0001,98.83908081054688,False,Not Completed,NA
128,64,16,128,16,32,16,0.0001,136.88595581054688,False,Not Completed,NA
128,32,32,256,8,16,8,0.0001,98.34689331054688,False,Not Completed,NA
128,16,256,8,128,8,8,5e-05,5.039764404296875,True,Completed,0.009372465797544768
128,64,16,256,8,16,256,0.0001,289.7521667480469,True,Completed,0.012686973127226034
128,32,64,8,16,8,8,1e-05,1.303436279296875,True,Completed,0.009240261104423553
128,16,32,8,8,8,8,5e-05,0.262420654296875,True,Completed,0.011911343918958059
128,16,256,32,16,8,128,5e-05,11.207244873046875,False,Not Completed,NA
128,16,128,64,16,16,128,5e-05,19.819549560546875,False,Not Completed,NA
128,16,256,256,256,128,8,1e-05,778.2199401855469,False,Not Completed,NA
128,32,8,256,32,32,64,5e-05,49.979705810546875,False,Not Completed,NA
128,16,64,256,32,8,64,5e-05,142.41525268554688,False,Not Completed,NA
128,16,8,128,8,32,32,5e-05,6.693084716796875,False,Not Completed,NA
128,16,16,256,16,8,128,5e-05,38.620330810546875,False,Not Completed,NA
128,16,8,32,128,8,32,1e-05,1.377166748046875,True,Completed,0.009305947518441826
128,16,32,16,16,8,128,0.0001,0.719451904296875,False,Not Completed,NA
128,32,8,64,8,32,64,0.0001,9.214569091796875,True,Completed,0.013738069644508263
128,16,256,32,256,32,64,0.0001,41.668182373046875,False,Not Completed,NA
128,16,16,128,256,8,128,5e-05,18.716033935546875,True,Completed,0.014128075311115632
128,64,16,64,64,16,8,5e-05,67.16720581054688,False,Not Completed,NA
128,32,32,64,8,8,128,5e-05,12.524627685546875,False,Not Completed,NA
128,16,8,256,128,64,16,1e-05,25.376190185546875,False,Not Completed,NA
128,64,128,64,256,16,16,0.0001,112.90353393554688,False,Not Completed,NA
128,64,256,16,8,8,16,5e-05,18.814666748046875,True,Completed,0.010757649802447608
128,16,8,256,64,128,8,5e-05,23.364471435546875,False,Not Completed,NA
128,64,32,16,128,16,16,5e-05,17.334197998046875,True,Completed,0.013691865179377297
128,64,32,32,64,32,256,5e-05,34.153533935546875,False,Not Completed,NA
128,32,128,256,256,128,64,0.0001,419.3371276855469,False,Not Completed,NA
128,16,16,256,256,32,64,1e-05,53.587127685546875,False,Not Completed,NA
128,64,256,128,32,128,16,0.0001,274.5558776855469,False,Not Completed,NA
128,32,64,32,256,32,256,1e-05,14.340057373046875,False,Not Completed,NA
128,16,64,32,64,16,256,5e-05,4.800994873046875,False,Not Completed,NA
128,16,128,64,64,8,64,0.0001,25.850799560546875,True,Completed,0.010789121481745193
128,32,64,128,16,128,128,0.0001,50.895721435546875,True,Completed,0.013769915928908935
128,16,16,128,256,8,8,5e-05,18.657440185546875,False,Not Completed,NA
128,16,256,256,256,32,32,0.0001,778.2433776855469,False,Not Completed,NA
128,32,256,256,128,16,128,0.0001,677.6496276855469,False,Not Completed,NA
128,64,128,16,128,8,128,0.0001,21.290252685546875,False,Not Completed,NA
128,32,256,64,256,8,256,0.0001,105.78829956054688,False,Not Completed,NA
128,16,8,256,256,32,8,0.0001,29.376190185546875,False,Not Completed,NA
128,32,256,8,128,8,256,0.0001,5.908660888671875,False,Not Completed,NA
128,32,128,16,64,8,8,1e-05,5.223846435546875,False,Not Completed,NA
128,64,16,8,256,8,128,5e-05,8.583709716796875,False,Not Completed,NA
128,16,64,64,64,16,64,0.0001,13.538299560546875,True,Completed,0.010039595848259827
128,16,64,32,8,32,64,0.0001,3.000213623046875,False,Not Completed,NA
128,64,64,128,128,8,16,1e-05,176.86837768554688,False,Not Completed,NA
128,16,8,256,16,8,8,1e-05,21.861541748046875,False,Not Completed,NA
128,64,64,16,32,16,64,0.0001,17.106658935546875,False,Not Completed,NA
128,32,128,64,128,8,128,0.0001,40.819549560546875,False,Not Completed,NA
128,16,128,128,64,32,8,1e-05,83.67306518554688,False,Not Completed,NA
128,64,64,256,128,64,128,5e-05,418.0324401855469,False,Not Completed,NA
128,64,64,64,128,64,8,1e-05,80.43283081054688,False,Not Completed,NA
128,16,256,64,32,64,16,1e-05,42.401580810546875,False,Not Completed,NA
128,32,32,128,128,64,8,0.0001,40.579315185546875,False,Not Completed,NA
128,32,256,128,64,32,128,0.0001,178.70040893554688,True,Completed,0.009240234134873996
128,16,16,32,256,8,64,1e-05,3.172088623046875,False,Not Completed,NA
128,32,16,32,32,32,256,0.0001,4.863494873046875,False,Not Completed,NA
128,16,64,16,128,8,128,1e-05,2.938201904296875,False,Not Completed,NA
128,16,128,16,64,8,32,5e-05,3.502655029296875,False,Not Completed,NA
128,32,128,16,256,16,8,0.0001,11.411346435546875,False,Not Completed,NA
128,16,64,256,32,16,256,0.0001,142.60275268554688,True,Completed,0.012026671320199966
128,64,64,128,16,32,128,1e-05,162.86837768554688,True,Completed,0.011374942977757504
128,16,16,128,64,64,256,0.0001,12.755096435546875,False,Not Completed,NA
128,16,256,16,32,16,8,5e-05,4.641815185546875,False,Not Completed,NA
128,16,8,256,32,16,64,5e-05,22.417205810546875,False,Not Completed,NA
128,64,64,64,64,8,8,0.0001,76.40158081054688,False,Not Completed,NA
128,64,128,64,32,32,16,0.0001,84.68478393554688,False,Not Completed,NA
128,64,8,32,256,8,64,1e-05,33.327362060546875,False,Not Completed,NA
128,64,128,128,8,32,128,0.0001,195.43087768554688,True,Completed,0.012977835392424216
128,32,16,32,16,16,64,5e-05,4.713104248046875,False,Not Completed,NA
128,32,16,64,256,16,128,1e-05,14.233612060546875,False,Not Completed,NA
128,16,256,256,64,16,64,1e-05,585.8996276855469,False,Not Completed,NA
128,64,256,128,256,8,256,1e-05,387.1105651855469,False,Not Completed,NA
128,64,64,256,256,16,64,0.0001,450.0324401855469,False,Not Completed,NA
128,64,256,128,256,64,256,5e-05,387.1105651855469,False,Not Completed,NA
128,32,16,64,8,32,16,5e-05,10.300994873046875,False,Not Completed,NA
128,16,128,128,16,8,64,5e-05,71.65353393554688,False,Not Completed,NA
128,32,8,256,32,64,32,1e-05,49.948455810546875,False,Not Completed,NA
128,32,128,64,8,32,128,5e-05,25.702362060546875,False,Not Completed,NA
128,64,32,128,64,128,32,0.0001,148.54806518554688,False,Not Completed,NA
128,32,32,128,64,32,64,1e-05,36.591033935546875,False,Not Completed,NA
128,32,64,8,64,8,64,0.0001,1.703582763671875,False,Not Completed,NA
128,16,64,16,256,16,32,1e-05,4.994842529296875,False,Not Completed,NA
128,16,16,16,32,16,32,0.0001,0.571014404296875,False,Not Completed,NA
128,64,16,256,64,64,64,0.0001,293.0715026855469,False,Not Completed,NA
128,16,128,128,128,128,256,0.0001,99.85665893554688,False,Not Completed,NA
128,32,8,16,256,8,64,1e-05,2.611053466796875,False,Not Completed,NA
128,64,8,256,256,128,256,5e-05,281.1261901855469,True,Completed,0.013715400690368066
128,64,32,256,32,16,128,1e-05,325.4152526855469,False,Not Completed,NA
128,32,64,256,32,64,8,5e-05,169.92306518554688,False,Not Completed,NA
128,16,256,8,16,8,32,1e-05,1.321746826171875,False,Not Completed,NA
128,16,256,64,128,32,16,5e-05,66.58908081054688,False,Not Completed,NA
128,64,32,128,256,64,128,1e-05,160.64181518554688,True,Completed,0.013757041364442557
128,32,256,256,64,128,8,5e-05,613.4074401855469,False,Not Completed,NA
128,16,16,32,128,8,64,1e-05,2.156463623046875,False,Not Completed,NA
128,16,16,64,32,16,32,0.0001,3.792205810546875,False,Not Completed,NA
128,64,128,256,8,8,8,1e-05,518.9855651855469,False,Not Completed,NA
128,16,32,64,128,16,128,1e-05,9.413299560546875,False,Not Completed,NA
128,32,64,128,128,64,256,0.0001,65.01290893554688,False,Not Completed,NA
128,16,8,128,16,128,16,1e-05,6.810760498046875,False,Not Completed,NA
128,16,32,128,8,16,256,0.0001,19.389862060546875,False,Not Completed,NA
128,32,64,64,256,64,8,5e-05,32.509002685546875,False,Not Completed,NA
128,64,256,8,16,8,16,1e-05,9.180877685546875,False,Not Completed,NA
128,32,8,128,8,128,128,5e-05,20.521209716796875,True,Completed,0.014243175993518284
128,64,128,256,16,16,16,5e-05,523.0011901855469,False,Not Completed,NA
128,32,16,64,32,32,256,5e-05,10.737518310546875,False,Not Completed,NA
128,16,64,16,8,8,16,1e-05,0.997772216796875,True,Completed,0.01143480798540016
128,32,128,32,16,16,128,0.0001,9.355682373046875,False,Not Completed,NA
128,64,8,64,16,32,128,5e-05,65.27951049804688,False,Not Completed,NA
128,64,16,8,128,8,64,1e-05,8.316131591796875,False,Not Completed,NA
128,64,16,128,128,64,256,0.0001,140.51681518554688,False,Not Completed,NA
128,16,16,64,128,32,32,5e-05,5.303924560546875,False,Not Completed,NA
128,16,32,32,256,32,16,1e-05,5.732635498046875,False,Not Completed,NA
128,64,128,64,64,8,32,1e-05,88.71994018554688,False,Not Completed,NA
128,64,16,128,32,8,16,0.0001,137.38790893554688,False,Not Completed,NA
128,16,256,32,8,8,32,0.0001,10.179901123046875,True,Completed,0.009902264961662391
128,32,128,64,8,32,32,5e-05,25.678924560546875,False,Not Completed,NA
128,64,64,128,128,32,16,5e-05,176.86837768554688,False,Not Completed,NA
128,64,8,64,64,8,128,1e-05,65.65744018554688,False,Not Completed,NA
128,16,8,16,32,8,16,0.0001,0.434295654296875,True,Completed,0.011105571446629861
128,16,256,128,16,8,256,5e-05,140.88790893554688,False,Not Completed,NA
128,16,128,128,256,128,256,5e-05,131.98165893554688,False,Not Completed,NA
128,16,64,256,128,32,8,5e-05,166.40744018554688,False,Not Completed,NA
128,32,256,32,64,32,64,0.0001,20.738494873046875,False,Not Completed,NA
128,16,64,128,256,8,256,5e-05,67.29415893554688,False,Not Completed,NA
128,16,16,16,128,8,16,0.0001,0.956756591796875,True,Completed,0.009347856161184609
128,16,8,128,8,32,32,1e-05,6.693084716796875,False,Not Completed,NA
128,32,128,32,256,8,128,0.0001,24.590057373046875,False,Not Completed,NA
128,64,32,32,32,8,64,5e-05,33.622283935546875,False,Not Completed,NA
128,64,256,64,32,16,64,5e-05,105.29025268554688,True,Completed,0.013408073088309417
128,64,32,256,64,8,16,1e-05,329.3136901855469,False,Not Completed,NA
128,32,16,128,128,16,128,5e-05,28.481658935546875,True,Completed,0.013605814485345036
128,16,32,64,256,16,16,1e-05,13.417205810546875,False,Not Completed,NA
128,32,128,32,16,16,16,5e-05,9.342010498046875,False,Not Completed,NA
128,64,128,256,64,32,128,5e-05,547.1574401855469,False,Not Completed,NA
128,16,16,64,8,64,8,1e-05,3.408416748046875,False,Not Completed,NA
128,16,128,128,16,16,64,5e-05,71.65353393554688,False,Not Completed,NA
128,64,256,8,8,8,16,5e-05,8.915252685546875,False,Not Completed,NA
128,64,16,16,16,16,64,1e-05,16.227752685546875,False,Not Completed,NA
128,16,8,64,128,64,256,1e-05,3.315643310546875,False,Not Completed,NA
128,64,32,128,64,32,128,0.0001,148.59494018554688,True,Completed,0.013630108461560061
128,32,16,128,8,128,32,5e-05,24.670135498046875,False,Not Completed,NA
128,16,64,16,256,8,8,1e-05,4.993377685546875,False,Not Completed,NA
128,64,32,64,16,32,8,1e-05,68.73361206054688,False,Not Completed,NA
128,32,64,256,256,64,256,1e-05,226.27462768554688,True,Completed,0.012683703796938062
128,32,32,128,32,8,16,1e-05,34.559783935546875,False,Not Completed,NA
128,16,128,8,8,8,32,1e-05,0.602996826171875,False,Not Completed,NA
128,64,16,256,64,8,128,0.0001,293.1340026855469,False,Not Completed,NA
128,32,16,16,16,16,8,0.0001,2.227752685546875,False,Not Completed,NA
128,64,128,8,64,8,128,1e-05,9.395233154296875,False,Not Completed,NA
128,32,32,32,64,32,32,1e-05,6.133026123046875,True,Completed,0.014121105001928905
128,16,256,256,256,64,64,1e-05,778.2746276855469,False,Not Completed,NA
128,64,8,64,256,64,8,5e-05,67.13986206054688,False,Not Completed,NA
128,32,16,32,8,16,32,0.0001,4.645721435546875,True,Completed,0.009312504184587548
128,16,8,256,128,32,256,5e-05,25.610565185546875,True,Completed,0.014454461071485033
128,16,256,256,256,128,128,0.0001,778.3371276855469,False,Not Completed,NA
128,32,8,64,32,32,8,5e-05,9.389862060546875,False,Not Completed,NA
128,32,16,256,64,16,128,1e-05,69.18869018554688,False,Not Completed,NA
128,64,16,32,64,32,8,5e-05,33.080291748046875,False,Not Completed,NA
128,64,32,256,8,8,16,0.0001,322.3000183105469,False,Not Completed,NA
128,32,256,64,16,64,128,0.0001,45.288299560546875,False,Not Completed,NA
128,32,256,128,16,16,16,5e-05,154.55197143554688,False,Not Completed,NA
128,64,32,32,8,16,16,1e-05,33.235565185546875,False,Not Completed,NA
128,32,8,256,256,64,128,0.0001,57.055877685546875,False,Not Completed,NA
128,64,16,256,16,32,128,1e-05,290.1281433105469,False,Not Completed,NA
128,64,8,16,32,16,128,0.0001,16.160369873046875,False,Not Completed,NA
128,64,64,8,16,8,128,5e-05,8.305389404296875,False,Not Completed,NA
128,32,128,256,64,16,128,1e-05,323.2121276855469,False,Not Completed,NA
128,32,256,128,64,64,32,1e-05,178.65353393554688,False,Not Completed,NA
128,64,32,32,128,8,64,5e-05,35.145721435546875,False,Not Completed,NA
128,64,128,128,32,128,128,1e-05,201.45431518554688,True,Completed,0.01359366854497542
128,64,16,16,64,8,256,1e-05,16.432830810546875,False,Not Completed,NA
128,32,64,128,16,8,32,0.0001,50.848846435546875,False,Not Completed,NA
128,16,128,64,16,16,256,5e-05,19.850799560546875,False,Not Completed,NA
128,32,8,128,8,64,32,5e-05,20.474334716796875,False,Not Completed,NA
128,16,8,16,8,8,64,5e-05,0.388885498046875,False,Not Completed,NA
128,32,32,32,64,16,64,1e-05,6.136932373046875,False,Not Completed,NA
128,32,256,256,128,16,64,1e-05,677.5871276855469,False,Not Completed,NA
128,32,8,32,8,8,64,1e-05,4.350311279296875,False,Not Completed,NA
128,16,16,256,32,64,16,1e-05,39.512908935546875,False,Not Completed,NA
128,32,32,256,16,64,16,1e-05,99.35665893554688,False,Not Completed,NA
128,16,32,128,8,16,128,0.0001,19.327362060546875,True,Completed,0.011395736248232424
128,32,128,64,64,16,64,5e-05,32.741424560546875,True,Completed,0.01393344447327157
128,16,16,256,16,16,32,5e-05,38.526580810546875,False,Not Completed,NA
128,64,128,64,64,16,256,5e-05,88.77462768554688,False,Not Completed,NA
128,64,128,128,8,16,256,0.0001,195.49337768554688,False,Not Completed,NA
128,16,32,128,32,64,8,1e-05,20.774627685546875,False,Not Completed,NA
128,64,64,128,8,16,16,5e-05,161.80978393554688,False,Not Completed,NA
128,64,16,128,64,64,32,0.0001,138.39962768554688,False,Not Completed,NA
128,64,64,256,128,32,256,5e-05,418.1574401855469,True,Completed,0.011854848785636326
128,16,256,256,32,8,32,5e-05,553.8058776855469,False,Not Completed,NA
128,64,256,8,256,8,16,1e-05,17.149627685546875,False,Not Completed,NA
128,32,128,256,256,8,8,0.0001,419.2824401855469,False,Not Completed,NA
128,32,128,256,8,16,128,0.0001,295.1574401855469,False,Not Completed,NA
128,32,16,256,64,8,8,5e-05,69.07150268554688,False,Not Completed,NA
128,16,64,64,128,16,64,5e-05,17.569549560546875,True,Completed,0.01204405422322452
128,16,32,256,256,8,256,0.0001,102.08712768554688,True,Completed,0.011716200174608579
128,32,64,32,64,8,32,1e-05,8.218963623046875,True,Completed,0.011815822140003244
128,64,128,128,32,32,16,0.0001,201.39962768554688,False,Not Completed,NA
128,16,32,64,8,8,8,0.0001,5.604705810546875,False,Not Completed,NA
128,32,64,32,8,16,64,0.0001,6.445526123046875,False,Not Completed,NA
128,64,256,16,8,8,8,1e-05,18.814178466796875,False,Not Completed,NA
128,16,32,128,32,16,16,5e-05,20.778533935546875,False,Not Completed,NA
128,32,32,256,16,64,32,1e-05,99.37228393554688,False,Not Completed,NA
128,64,64,256,128,16,64,5e-05,417.9699401855469,False,Not Completed,NA
128,32,32,32,128,8,32,0.0001,7.148651123046875,True,Completed,0.009281350416131318
128,64,8,16,16,8,8,1e-05,16.120819091796875,False,Not Completed,NA
128,32,128,64,8,32,64,0.0001,25.686737060546875,True,Completed,0.014192146326725682
128,32,32,64,64,64,16,0.0001,14.260955810546875,False,Not Completed,NA
128,32,16,16,32,16,128,5e-05,2.299530029296875,False,Not Completed,NA
128,64,8,32,32,16,256,5e-05,32.462127685546875,False,Not Completed,NA
128,32,64,8,128,8,128,1e-05,2.236785888671875,False,Not Completed,NA
128,16,16,256,8,128,16,0.0001,38.009979248046875,False,Not Completed,NA
128,64,32,64,16,8,16,5e-05,68.73556518554688,False,Not Completed,NA
128,16,64,256,8,32,256,1e-05,136.59103393554688,True,Completed,0.01285599977321302
128,16,32,64,8,8,16,1e-05,5.606658935546875,False,Not Completed,NA
128,16,32,256,256,32,16,5e-05,101.85275268554688,False,Not Completed,NA
128,64,32,32,128,16,32,0.0001,35.141815185546875,True,Completed,0.013740891551909348
128,32,16,256,128,16,16,1e-05,73.08712768554688,False,Not Completed,NA
128,64,32,256,32,128,32,5e-05,325.3215026855469,False,Not Completed,NA
128,64,32,64,16,8,8,0.0001,68.73361206054688,False,Not Completed,NA
128,32,8,64,16,32,32,1e-05,9.269744873046875,False,Not Completed,NA
128,64,256,32,256,32,256,1e-05,73.13009643554688,False,Not Completed,NA
128,16,16,32,64,32,32,1e-05,1.644744873046875,True,Completed,0.00960531149758026
128,16,256,32,8,16,16,0.0001,10.177947998046875,False,Not Completed,NA
128,32,16,64,16,16,8,0.0001,10.425018310546875,False,Not Completed,NA
128,64,128,256,32,128,64,5e-05,531.0636901855469,False,Not Completed,NA
128,64,32,256,16,16,128,0.0001,323.4113464355469,False,Not Completed,NA
128,16,16,32,32,8,8,0.0001,1.387908935546875,False,Not Completed,NA
128,32,32,16,32,8,8,1e-05,2.563690185546875,False,Not Completed,NA
128,32,128,128,32,128,16,0.0001,89.42697143554688,False,Not Completed,NA
128,64,256,64,128,8,64,0.0001,129.47775268554688,True,Completed,0.013145756791345775
128,64,64,32,32,32,8,5e-05,35.193572998046875,False,Not Completed,NA
128,64,64,32,32,16,32,1e-05,35.196502685546875,True,Completed,0.011984690985021492
128,64,16,128,128,16,64,5e-05,140.42306518554688,False,Not Completed,NA
128,32,128,8,256,8,8,5e-05,5.580780029296875,True,Completed,0.010133745168180516
128,16,8,256,16,64,256,0.0001,22.103729248046875,True,Completed,0.012402703907961646
128,64,64,128,128,8,64,5e-05,176.89181518554688,False,Not Completed,NA
128,32,256,128,64,32,64,0.0001,178.66915893554688,False,Not Completed,NA
128,64,8,32,256,8,32,1e-05,33.323455810546875,True,Completed,0.01281394970525677
128,16,256,256,8,64,8,0.0001,529.7355651855469,False,Not Completed,NA
128,32,64,128,16,16,8,1e-05,50.837127685546875,False,Not Completed,NA
128,32,128,64,256,64,128,1e-05,56.944549560546875,False,Not Completed,NA
128,32,256,256,16,8,64,0.0001,565.3683776855469,False,Not Completed,NA
128,32,256,8,16,8,128,1e-05,2.186004638671875,False,Not Completed,NA
128,64,16,256,16,8,256,5e-05,290.2531433105469,True,Completed,0.01344734300316001
128,16,256,256,64,32,8,5e-05,585.8449401855469,False,Not Completed,NA
128,32,16,16,32,8,32,5e-05,2.293670654296875,False,Not Completed,NA
128,64,128,128,64,8,32,1e-05,209.43869018554688,False,Not Completed,NA
128,32,32,16,8,16,256,0.0001,2.385467529296875,False,Not Completed,NA
128,32,32,256,32,16,64,5e-05,101.40744018554688,False,Not Completed,NA
128,16,8,256,16,128,128,5e-05,21.978729248046875,False,Not Completed,NA
128,64,256,64,64,8,32,5e-05,113.34494018554688,False,Not Completed,NA
128,64,256,128,256,32,8,1e-05,386.9894714355469,False,Not Completed,NA
128,32,16,128,8,64,16,0.0001,24.662322998046875,False,Not Completed,NA
128,32,128,16,32,16,8,5e-05,4.192596435546875,False,Not Completed,NA
128,32,16,32,32,32,16,5e-05,4.834197998046875,False,Not Completed,NA
128,16,64,256,16,16,64,0.0001,138.40744018554688,False,Not Completed,NA
128,32,256,128,32,16,128,5e-05,162.63790893554688,True,Completed,0.011818383063655347
128,16,64,256,8,16,32,5e-05,136.37228393554688,False,Not Completed,NA
128,16,128,32,32,16,32,1e-05,6.914276123046875,True,Completed,0.010714386919668565
128,64,32,128,32,8,64,5e-05,146.55587768554688,False,Not Completed,NA
128,16,16,256,32,64,64,5e-05,39.559783935546875,False,Not Completed,NA
128,32,8,64,32,64,256,0.0001,9.450408935546875,False,Not Completed,NA
128,16,8,64,16,32,128,5e-05,2.402557373046875,False,Not Completed,NA
128,32,256,16,256,16,256,1e-05,20.817108154296875,False,Not Completed,NA
128,32,256,128,128,16,16,0.0001,210.77072143554688,False,Not Completed,NA
128,64,16,128,32,16,32,1e-05,137.39572143554688,False,Not Completed,NA
128,32,64,32,32,32,32,5e-05,7.203338623046875,True,Completed,0.010007739280505726
128,64,128,128,32,32,64,1e-05,201.42306518554688,False,Not Completed,NA
128,16,128,128,64,32,16,1e-05,83.67697143554688,False,Not Completed,NA
128,64,16,16,16,16,16,0.0001,16.224822998046875,True,Completed,0.01052795787109062
128,64,128,128,16,64,128,1e-05,197.43869018554688,True,Completed,0.009240234134873996
128,16,64,8,128,8,8,0.0001,1.371795654296875,True,Completed,0.009245379633891085
