128,16,4,64,64,32,64,0.0005,1.9448585510253906,True,Completed,0.33287254485644785,logs/3DVit_e1_gmwm_sv128_6cf371a4-3f4e-498b-adda-c4240a20f41c
128,32,8,64,64,16,64,0.0005,9.60501480102539,True,Completed,0.3323194302226369,logs/3DVit_e1_gmwm_sv128_b475fb66-255d-433c-acdd-4ffa6cd9346c
128,16,16,256,128,4,256,0.0005,45.56058120727539,True,Completed,0.3314939972601438,logs/3DVit_e1_gmwm_sv128_decef959-3690-44be-9dff-067ed1c780f7
128,32,16,256,16,8,256,0.0005,66.10940933227539,True,Completed,0.33184842804544856,logs/3DVit_e1_gmwm_sv128_290b3c15-4c08-48fd-8d69-85c120b83af9
128,64,32,256,64,64,256,0.0005,329.3496437072754,True,Completed,0.3319689384416531,logs/3DVit_e1_gmwm_sv128_8fcbad43-863d-40a3-835c-895d4c683337
128,16,16,32,16,16,32,0.0005,1.2380714416503906,True,Completed,0.3708373700317583,logs/3DVit_e1_gmwm_sv128_a85221f3-8a5e-4cea-8313-75f553c3a09c
128,64,4,128,256,16,128,0.0005,132.2412452697754,True,Completed,0.33222473216684245,logs/3DVit_e1_gmwm_sv128_8a97b8b3-b604-47ff-8819-cad64a4ff17e
128,16,4,16,64,4,16,0.0005,0.3851661682128906,True,Completed,0.3593713896054971,logs/3DVit_e1_gmwm_sv128_15172bff-f5e2-4004-8eef-eb2a8bcd245b
128,16,32,64,32,16,64,0.0005,6.323764801025391,True,Completed,0.33186440326665584,logs/3DVit_e1_gmwm_sv128_01ae97d4-d000-443e-940a-5f389f0392cf
128,64,32,256,32,128,256,0.0005,325.3418312072754,True,Completed,0.33184084609935166,logs/3DVit_e1_gmwm_sv128_7e0ce2fa-e1e4-4b81-a593-850dbaf523dd
128,64,64,16,16,8,16,0.0005,16.83243179321289,True,Completed,0.3323395126744319,logs/3DVit_e1_gmwm_sv128_c726dbfc-3b25-43c5-b7a0-17df656160bc
128,32,16,16,64,4,16,0.0005,2.4081153869628906,True,Completed,0.3450329801753948,logs/3DVit_e1_gmwm_sv128_82f5e73b-0e63-4774-a0c9-ce64961f95ae
128,32,32,8,8,4,8,0.0005,1.1164283752441406,True,Completed,0.3322402560397196,logs/3DVit_e1_gmwm_sv128_4be70486-c207-4fad-8013-e2d7bc6cf9c4
128,64,8,16,128,8,16,0.0005,16.33340835571289,True,Completed,0.33231029306587434,logs/3DVit_e1_gmwm_sv128_9fcc94e5-b189-4fa8-b400-23dd05278883
128,32,4,16,64,8,16,0.0005,2.1078224182128906,True,Completed,0.3342324546293207,logs/3DVit_e1_gmwm_sv128_fde73626-34d3-4187-b5bb-934a9b06ae1c
128,64,8,8,128,4,8,0.0005,8.15427017211914,True,Completed,0.33221920069895294,logs/3DVit_e1_gmwm_sv128_734a2b7b-d885-48d7-9cdf-e9ac193cb7d5
128,16,4,64,64,8,64,0.0005,1.9448585510253906,True,Completed,0.3323472177511766,logs/3DVit_e1_gmwm_sv128_2b0e0b25-31c8-4094-a4c8-aab7dd80f7b7
128,32,32,16,8,16,16,0.0005,2.3573341369628906,True,Completed,0.3406248374989158,logs/3DVit_e1_gmwm_sv128_cd62eb23-9c7a-41bd-b2c0-11142006e817
128,16,8,64,32,4,64,0.0005,2.4624366760253906,True,Completed,0.4973413916794877,logs/3DVit_e1_gmwm_sv128_ecf0cbda-ca7f-442f-8007-c36d64eec746
128,16,8,64,128,4,64,0.0005,3.2182960510253906,True,Completed,0.3831975558086446,logs/3DVit_e1_gmwm_sv128_07970e42-a321-4bd8-a14f-bc5f55f812fa
128,32,64,128,8,8,128,0.0005,49.79202651977539,True,Completed,0.3313113474532176,logs/3DVit_e1_gmwm_sv128_91d8a4b2-cafb-410d-be88-db9571138ffe
128,32,4,64,128,16,64,0.0005,9.08743667602539,True,Completed,0.3667006249490538,logs/3DVit_e1_gmwm_sv128_467c87ca-22e6-4c39-be05-3abdf1f8d1fe
128,64,64,16,16,4,16,0.0005,16.83243179321289,True,Completed,0.3324644514604619,logs/3DVit_e1_gmwm_sv128_c9dd59e5-3bf6-4a74-87df-d564169f565a
128,32,64,128,128,16,128,0.0005,64.85062026977539,True,Completed,0.33177690325598985,logs/3DVit_e1_gmwm_sv128_f653ca18-95ca-44f6-aa75-908fc46b200e
128,8,4,256,8,4,256,0.0005,13.45926284790039,True,Completed,0.33216749798310435,logs/3DVit_e1_gmwm_sv128_ddaf67af-70fc-4726-b0e9-591a41d03329
128,32,8,128,128,32,128,0.0005,22.30374526977539,True,Completed,0.3321764798540818,logs/3DVit_e1_gmwm_sv128_a39c259e-56b3-4d99-87d1-47aed0cbb76d
128,32,8,64,16,64,64,0.0005,9.22708511352539,True,Completed,0.3325868076399753,logs/3DVit_e1_gmwm_sv128_f9f64326-196d-418c-8c43-7a30ba643da5
128,64,32,128,16,16,128,0.0005,145.4834327697754,True,Completed,0.3317815704565299,logs/3DVit_e1_gmwm_sv128_d82be827-c658-4050-9a48-3d6cac8c7162
128,32,16,8,16,4,8,0.0005,1.0763893127441406,True,Completed,0.3540190093611416,logs/3DVit_e1_gmwm_sv128_2104a956-5576-4a31-a182-5bda015e1e8e
128,8,4,128,8,4,128,0.0005,4.542270660400391,True,Completed,0.3322129751506605,logs/3DVit_e1_gmwm_sv128_7cc62cc3-6fad-448a-88fc-b5eaa6a392b4
128,32,32,32,64,32,32,0.0005,6.107212066650391,True,Completed,0.3322887526530967,logs/3DVit_e1_gmwm_sv128_dff8ddb9-10d5-47d4-8cfc-c06b7ff83763
128,16,16,64,128,4,64,0.0005,5.261264801025391,True,Completed,0.33241968249019826,logs/3DVit_e1_gmwm_sv128_f8e0e6d5-c508-4cef-ae07-99685e383e3c
128,32,64,128,64,16,128,0.0005,56.81937026977539,True,Completed,0.3304750205654847,logs/3DVit_e1_gmwm_sv128_9473f91c-765d-4d75-86e6-727b208d4385
128,64,16,16,8,16,16,0.0005,16.17911148071289,True,Completed,0.3329314036588921,logs/3DVit_e1_gmwm_sv128_814ae726-b5cb-4e15-8302-836280d07b6f
128,32,32,256,16,128,256,0.0005,99.39261245727539,True,Completed,0.33105812692328496,logs/3DVit_e1_gmwm_sv128_6ec72120-8d8c-4ed7-b8ce-d51f47508edc
128,16,32,64,128,8,64,0.0005,9.34720230102539,True,Completed,0.3315780147125845,logs/3DVit_e1_gmwm_sv128_4e0c1ba4-bd72-4e48-a5c1-6f080287e2c6
128,16,4,32,256,16,32,0.0005,1.2175636291503906,True,Completed,0.3324800921898139,logs/3DVit_e1_gmwm_sv128_f725ef69-2b12-4c13-a197-9eb14ef61384
128,16,16,64,16,32,64,0.0005,3.4975929260253906,True,Completed,0.3323479706519527,logs/3DVit_e1_gmwm_sv128_9c75f24d-08bd-4277-8945-53efaaf8af73
128,64,4,256,64,4,256,0.0005,265.8437843322754,True,Completed,0.3322363601703393,logs/3DVit_e1_gmwm_sv128_165a2dd1-e6fd-4ca8-b6e0-4a4ac358f653
128,32,4,256,8,32,256,0.0005,41.02176284790039,True,Completed,0.3324916500009988,logs/3DVit_e1_gmwm_sv128_8a2ded45-afa3-4207-90bd-6d35f61364a4
128,32,4,64,128,8,64,0.0005,9.08743667602539,True,Completed,0.33246815479115444,logs/3DVit_e1_gmwm_sv128_ae1f8c51-ca57-4b92-be05-704a22a4d89c
128,16,16,256,8,8,256,0.0005,38.04593276977539,True,Completed,0.3320253130636716,logs/3DVit_e1_gmwm_sv128_5cde0427-5701-4ac2-94be-7b88161d0657
128,16,4,32,16,8,32,0.0005,0.7414894104003906,True,Completed,0.40928232512976004,logs/3DVit_e1_gmwm_sv128_8c041734-b017-45fd-a87d-1c33ea74a7f3
128,64,32,64,32,16,64,0.0005,69.20071792602539,True,Completed,0.33217354393319076,logs/3DVit_e1_gmwm_sv128_c74991a2-167d-4bc8-abda-5e8ff3cfefaa
128,16,64,64,64,4,64,0.0005,13.48782730102539,True,Completed,0.3319029655111464,logs/3DVit_e1_gmwm_sv128_e9156ac0-ff97-4a6b-8098-1fecb9a638ce
128,64,16,64,8,16,64,0.0005,66.24856948852539,True,Completed,0.3322376357881646,logs/3DVit_e1_gmwm_sv128_5104382c-2c73-4bc4-9f35-edc79f6a2520
128,64,8,16,128,4,16,0.0005,16.33340835571289,True,Completed,0.33237403905705404,logs/3DVit_e1_gmwm_sv128_0eecab96-1c75-41d8-9251-555888ce8735
128,32,64,64,32,32,64,0.0005,18.36282730102539,True,Completed,0.3319330791893757,logs/3DVit_e1_gmwm_sv128_48f2a09e-fb84-40b7-877c-4093ac35a231
128,16,8,128,8,128,128,0.0005,6.640171051025391,True,Completed,0.332812402593462,logs/3DVit_e1_gmwm_sv128_cbf21d28-7cde-4627-810c-18f8dd29f7b5
128,64,64,8,16,8,8,0.0005,8.29440689086914,True,Completed,0.33179430310663427,logs/3DVit_e1_gmwm_sv128_71a9f7ff-a812-4d48-bc5b-576a7d616a16
128,64,4,128,16,64,128,0.0005,130.3589210510254,True,Completed,0.33235310684693486,logs/3DVit_e1_gmwm_sv128_92e4aeb9-7496-4038-8fe3-a659c97c8ae6
128,32,8,256,16,128,256,0.0005,49.46780776977539,True,Completed,0.3317937784289059,logs/3DVit_e1_gmwm_sv128_4a6c6977-03a5-4215-a945-3588cc396a43
128,16,8,128,64,32,128,0.0005,7.518589019775391,True,Completed,0.33370292108309896,logs/3DVit_e1_gmwm_sv128_f2ded040-44d3-4728-897b-53f721337662
128,32,64,64,32,64,64,0.0005,18.36282730102539,True,Completed,0.3320144763902615,logs/3DVit_e1_gmwm_sv128_701cfc28-9f89-47f2-b63f-8cc9b686a3c1
128,32,64,256,8,16,256,0.0005,163.9551124572754,True,Completed,0.33191508760577754,logs/3DVit_e1_gmwm_sv128_06579ae1-9efb-4ae8-9adb-f956556fbd6f
128,64,64,128,32,32,128,0.0005,164.7764015197754,True,Completed,0.33152774407675384,logs/3DVit_e1_gmwm_sv128_5a8cca38-1235-4b69-95ee-c608b6b8770f
128,16,8,64,8,32,64,0.0005,2.2734718322753906,True,Completed,0.47000735253095627,logs/3DVit_e1_gmwm_sv128_408b6d5f-a266-44ca-a2b4-3352020ecbb6
128,32,4,32,64,32,32,0.0005,4.282016754150391,True,Completed,0.33418391292032446,logs/3DVit_e1_gmwm_sv128_3ebe8c43-ca51-4832-9f04-6472e816acd5
128,64,64,64,16,16,64,0.0005,73.34134292602539,True,Completed,0.33195220247695323,logs/3DVit_e1_gmwm_sv128_7a9cb46d-1773-4e66-8343-20509d7bfef9
128,32,64,128,256,64,128,0.0005,80.91312026977539,True,Completed,0.33192354597543416,logs/3DVit_e1_gmwm_sv128_a2c04069-1fd4-413c-8a15-2117754dcc14
128,64,16,256,8,128,256,0.0005,289.5537452697754,True,Completed,0.3319529718474339,logs/3DVit_e1_gmwm_sv128_b219d566-7749-4c92-bdc8-4cd0a10740e7
128,64,32,256,16,64,256,0.0005,323.3379249572754,True,Completed,0.331828600089801,logs/3DVit_e1_gmwm_sv128_2dba85ce-7dfb-4519-9aa6-5d9200e0b772
128,64,8,256,256,256,256,0.0005,280.9277687072754,True,Completed,0.332001025739469,logs/3DVit_e1_gmwm_sv128_e6047980-7106-4f83-ba29-4826b2179244
128,64,4,64,8,4,64,0.0005,64.60135269165039,True,Completed,0.33241559094504286,logs/3DVit_e1_gmwm_sv128_65b09a8d-22d2-4cd0-8e34-86f8c7388047
128,32,8,128,16,32,128,0.0005,20.54690933227539,True,Completed,0.35398403319873306,logs/3DVit_e1_gmwm_sv128_5d9a0ff4-af46-4f9d-b7bd-7220592a3e26
128,16,4,16,8,16,16,0.0005,0.3287696838378906,True,Completed,0.4866459761795245,logs/3DVit_e1_gmwm_sv128_ad1cff97-f093-4793-b8b5-9b178d61b758
128,8,4,8,128,4,8,0.0005,0.21823501586914062,True,Completed,0.33252561131590286,logs/3DVit_e1_gmwm_sv128_150ac574-6dd0-4722-9732-d357fcc2805a
128,64,16,64,8,16,64,0.0005,66.24856948852539,True,Completed,0.33205314607996694,logs/3DVit_e1_gmwm_sv128_2ee27e30-6e95-490c-b7da-373fdadc58c1
128,64,4,256,256,16,256,0.0005,268.8496437072754,True,Completed,0.332275438857706,logs/3DVit_e1_gmwm_sv128_05d54332-e37a-4962-b802-19b06d326de9
