128,16,4,64,32,8,64
128,16,8,32,16,4,32
128,16,8,64,32,4,64
128,16,4,64,128,16,64
128,16,4,16,8,16,16
128,16,4,8,16,8,8
128,16,8,128,64,64,128
128,16,8,64,8,32,64
128,16,8,32,128,32,32
128,16,4,32,16,8,32
128,32,8,16,8,16,16
128,32,64,64,256,64,64
128,16,8,64,128,4,64
128,16,8,256,8,64,256
128,32,8,8,16,4,8
128,16,16,32,16,16,32
128,32,4,64,128,16,64
128,16,4,16,64,4,16
128,16,16,64,64,8,64
128,32,8,16,32,16,16
